"file","filename","revision_index","original_text","suggested_text","match_types","match_tokens","suggestion_count"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_careful_kelvin_03.mp3.json","tengu/ping/ivy_ping_careful_kelvin_03.mp3","1","Chatbot Calvin!","Chat bought Calvin!","bot_suffix_or_compound","Chatbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_dynamo_check_items.mp3.json","tengu/ping/ivy_ping_dynamo_check_items.mp3","1","Check out my Dynamo bot!","Check out my Dynamo bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_krill_check_items.mp3.json","tengu/ping/ivy_ping_krill_check_items.mp3","1","Check out what Grillbot!","Check out what Grill bought!","bot_suffix_or_compound","Grillbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_krill_check_items.mp3.json","tengu/ping/ivy_ping_krill_check_items.mp3","2","Check out what Grobot.","Check out what Gro bought.","bot_suffix_or_compound","Grobot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_mirage_check_items.mp3.json","tengu/ping/ivy_ping_mirage_check_items.mp3","1","Check out what Neosbot!","Check out what Neos bought!","bot_suffix_or_compound","Neosbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_nano_check_items.mp3.json","tengu/ping/ivy_ping_nano_check_items.mp3","1","Check out one caribot!","Check out one cari bought!","bot_suffix_or_compound","caribot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_nano_check_items.mp3.json","tengu/ping/ivy_ping_nano_check_items.mp3","2","Check out the Chroniclebot.","Check out the Chronicle bought.","bot_suffix_or_compound","Chroniclebot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_orion_check_items.mp3.json","tengu/ping/ivy_ping_orion_check_items.mp3","2","Check out what a great job I'm bot!","Check out what a great job I'm bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_see_bebop_01.mp3.json","tengu/ping/ivy_ping_see_bebop_01.mp3","1","I see the bot!","I see the bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_synth_check_items.mp3.json","tengu/ping/ivy_ping_synth_check_items.mp3","1","Check out what Bucketbot!","Check out what Bucket bought!","bot_suffix_or_compound","Bucketbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_viscous_check_items.mp3.json","tengu/ping/ivy_ping_viscous_check_items.mp3","1","Check out what this does, bot!","Check out what this does, bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\ivy_ping_warden_check_items.mp3.json","tengu/ping/ivy_ping_warden_check_items.mp3","1","Check out what word in bot.","Check out what word in bought.","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\tengu_ping_krill_check_items.mp3.json","tengu/ping/tengu_ping_krill_check_items.mp3","2","Check out what Grillbot!","Check out what Grill bought!","bot_suffix_or_compound","Grillbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\tengu_ping_lash_check_items.mp3.json","tengu/ping/tengu_ping_lash_check_items.mp3","1","Take out one last bot.","Take out one last bought.","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\tengu_ping_nano_check_items.mp3.json","tengu/ping/tengu_ping_nano_check_items.mp3","1","Check out my caracal bot!","Check out my caracal bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\tengu_ping_orion_check_items.mp3.json","tengu/ping/tengu_ping_orion_check_items.mp3","1","Check out what a great Talon bot!","Check out what a great Talon bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\tengu\ping\tengu_ping_viscous_check_items.mp3.json","tengu/ping/tengu_ping_viscous_check_items.mp3","2","Check out what this does, bot!","Check out what this does, bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\vampirebat\ping\vampirebat_ping_krill_check_items.mp3.json","vampirebat/ping/vampirebat_ping_krill_check_items.mp3","1","Check out what Crowbot!","Check out what Crow bought!","bot_suffix_or_compound","Crowbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\vampirebat\ping\vampirebat_ping_magician_check_items.mp3.json","vampirebat/ping/vampirebat_ping_magician_check_items.mp3","1","Check out what's in ClaireBot.","Check out what's in Claire bought.","bot_suffix_or_compound","ClaireBot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\vampirebat\ping\vampirebat_ping_slork_check_items.mp3.json","vampirebat/ping/vampirebat_ping_slork_check_items.mp3","2","Check out with Fathombot.","Check out with Fathom bought.","bot_suffix_or_compound","Fathombot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\vampirebat\ping\vampirebat_ping_viper_check_items.mp3.json","vampirebat/ping/vampirebat_ping_viper_check_items.mp3","2","Check out what Vyperbot.","Check out what Vyper bought.","bot_suffix_or_compound","Vyperbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\vampirebat\ping\vampirebat_ping_wraith_check_items.mp3.json","vampirebat/ping/vampirebat_ping_wraith_check_items.mp3","1","Check out what a brace bot.","Check out what a brace bought.","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\viper\ping\viper_ping_gigawatt_check_items.mp3.json","viper/ping/viper_ping_gigawatt_check_items.mp3","1","Check out what 7bot.","Check out what 7 bought.","bot_suffix_or_compound","7bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\viper\ping\viper_ping_krill_check_items.mp3.json","viper/ping/viper_ping_krill_check_items.mp3","2","Check out a Krillbot.","Check out a Krill bought.","bot_suffix_or_compound","Krillbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\viper\ping\viper_ping_nano_check_items.mp3.json","viper/ping/viper_ping_nano_check_items.mp3","1","Check out the Calico bot!","Check out the Calico bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\viper\ping\viper_ping_slork_check_items.mp3.json","viper/ping/viper_ping_slork_check_items.mp3","1","Check out with FathomBot.","Check out with Fathom bought.","bot_suffix_or_compound","FathomBot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\viscous\ping\viscous_ping_careful_sandeep_03.mp3.json","viscous/ping/viscous_ping_careful_sandeep_03.mp3","1","Chatbot Sanjit.","Chat bought Sanjit.","bot_suffix_or_compound","Chatbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_ghost_check_items.mp3.json","wraith/ping/wraith_ping_ghost_check_items.mp3","1","Check out what Geistbot!","Check out what Geist bought!","bot_suffix_or_compound","Geistbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_ghost_check_items.mp3.json","wraith/ping/wraith_ping_ghost_check_items.mp3","2","Check out what GystBot!","Check out what Gyst bought!","bot_suffix_or_compound","GystBot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_krill_check_items.mp3.json","wraith/ping/wraith_ping_krill_check_items.mp3","1","Check out what Krillbot!","Check out what Krill bought!","bot_suffix_or_compound","Krillbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_krill_check_items.mp3.json","wraith/ping/wraith_ping_krill_check_items.mp3","2","Check out my crowbot!","Check out my crow bought!","bot_suffix_or_compound","crowbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_krill_check_items.mp3.json","wraith/ping/wraith_ping_krill_check_items.mp3","3","Check out our Krillbot!","Check out our Krill bought!","bot_suffix_or_compound","Krillbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_orion_check_items.mp3.json","wraith/ping/wraith_ping_orion_check_items.mp3","2","Check out what great talent bot!","Check out what great talent bought!","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_shiv_check_items.mp3.json","wraith/ping/wraith_ping_shiv_check_items.mp3","1","Check out what Shiftbot!","Check out what Shift bought!","bot_suffix_or_compound","Shiftbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_shiv_check_items.mp3.json","wraith/ping/wraith_ping_shiv_check_items.mp3","2","Check out with Shiftbot!","Check out with Shift bought!","bot_suffix_or_compound","Shiftbot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_warden_check_items.mp3.json","wraith/ping/wraith_ping_warden_check_items.mp3","1","Check out what worded bot.","Check out what worded bought.","exact_bot","bot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\wraith\ping\wraith_ping_wrecker_check_items.mp3.json","wraith/ping/wraith_ping_wrecker_check_items.mp3","1","Check out what RecordBot's.","Check out what Record bought's.","bot_suffix_or_compound","RecordBot","1"
"C:\Users\Mcall\.codex\worktrees\f6f1\Deadlock-Transcriptions\transcripts\yamato\ping\yamato_ping_see_gigawatt_old_01.mp3.json","yamato/ping/yamato_ping_see_gigawatt_old_01.mp3","1","I see gigabot.","I see giga bought.","bot_suffix_or_compound","gigabot","1"
